店铺名称,省份,城市,地区,地址,经度,纬度,所属品类,是否为品牌店,配送,电话,营业时间,近期销量,活动,起送价,配送费,是否为新店,商家评分,总体评分,味道评分,包装评分,配送评分,配送时间,商品评分,服务态度,评价总数,好评数,差评数,有图
萧县牛羊馆,安徽省,铜陵市,铜官区,铜官区淮河大道南段431号,117.799713,30.915712,米粉面馆|简餐|,否,蜂鸟专送,18321968017,"[""07:00/19:00""]",37,"1 ： 满20减10;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品定价;14 ： 单品定价;15 ： 单品定价;16 ： 单品定价;17 ： 单品定价;18 ： 单品定价;19 ： 单品定价;20 ： 单品定价;21 ： 单品定价;22 ： 单品定价;23 ： 单品定价;24 ： 单品定价;",15,配送费3,否,4,4,3.0714285714286,3.2857142857143,4,22,3.2857142857143,3.0714285714286,14,9,1,5
绝味鸭脖（爱国西村店）,安徽省,铜陵市,铜官区,铜陵市爱国西村22栋7号网点,117.808077,30.922755,鸭脖卤味|地方小吃|,是,蜂鸟专送,18656328820,"[""08:00/22:00""]",55,"1 ： 满35减2，满55减4，满79减6;",15,配送费3,否,4.5714285714286,4.5714285714286,2.7857142857143,2.7857142857143,2.8571428571429,24,2.7857142857143,2.7857142857143,14,12,1,1
萍萍面馆,安徽省,铜陵市,铜官区,铜官区长江西村44栋一层,117.816706,30.919614,米粉面馆|地方小吃|,否,蜂鸟专送,13645621847,"[""07:00/13:30""]",4,"1 ： 满20减3;",15,配送费4,否,5,5,2.5,2.5,2,0,2.5,2.5,2,2,0,0
方圆梦记大排档(世界花园店),安徽省,铜陵市,铜官区,铜官区金山路网点1号一层6号网点,117.8009,30.92083,简餐|地方小吃|,否,蜂鸟专送,0562-5859797,"[""09:30/13:30"",""16:30/20:30""]",,"1 ： 满30减5，满50减10，满70减15，满100减20;2 ： 新用户下单立减10元;",10,免配送费,否,0,0,0,0,0,0,0,0,0,0,0,0
兰馨小炒,安徽省,铜陵市,铜官区,铜陵市郊区金苑小区18号网点,117.79737,30.914654,盖浇饭|简餐|,否,蜂鸟专送,18105627295,"[""10:00/22:00""]",,"1 ： 满100减10;2 ： 新用户下单立减10元;",10,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
来伊份（杨家山路二店7261店）,安徽省,铜陵市,铜官区,安徽省铜陵市铜官区爱国西村21幢2号网点,117.80678,30.92347,休闲零食|,否,蜂鸟专送,05622870009,"[""09:30/21:30""]",46,"1 ： 满40减10，满90减25;2 ： 全场九折起;3 ： 全场九折起;4 ： 全场九折起;",20,配送费3.68,否,4.7272727272727,4.7272727272727,3.9166666666667,4,5,26,4,3.9166666666667,12,11,1,0
百姓缘（铜陵杨家山店）,安徽省,铜陵市,铜官区,安徽省铜陵市安国新村16栋5号,117.80715903202,30.921439875292,药店|,否,蜂鸟专送,0562-2880180,"[""09:00/20:30""]",38,"1 ： 满28减6，满49减20，满99减35，满199减50;2 ： 健康滋补节;3 ： 健康滋补节;4 ： 健康滋补节;5 ： 健康滋补节;",20,配送费3.68,否,5,5,4.6428571428571,4.6428571428571,4.5714285714286,24,4.6428571428571,4.6428571428571,14,14,0,0
胜杰蜂蜜蛋糕,安徽省,铜陵市,铜官区,安徽省铜陵市香格里拉城市花园7栋26号网点,117.804919,30.922105,蛋糕|面包|,否,no,15956207416,"[""08:00/20:00""]",8,"1 ： 新用户下单立减10元;",10,配送费4,否,5,5,2,2,2,0,2,2,2,2,0,0
H2茶饮(长江路店),安徽省,铜陵市,铜官区,铜陵市长江中路256号一层,117.814205,30.928769,奶茶果汁|甜品|,否,蜂鸟专送,13093330733,"[""00:00/01:00"",""09:00/23:55""]",152,no,10,配送费4,否,4.7741935483871,4.7741935483871,3.7634408602151,3.7634408602151,3.8817204301075,28,3.7634408602151,3.7634408602151,98,94,3,9
梦记奶咖,安徽省,铜陵市,铜官区,铜官区百大购物中心二楼夹层美食广场内,117.81749,30.926607,奶茶果汁|咖啡|,否,蜂鸟专送,18098431547,"[""11:00/20:40""]",27,"1 ： 满20减4，满25减8，满30减11，满40减14，满50减16;2 ： 新用户下单立减10元;",15,配送费2,否,4.8,4.8,2,2,1.4,0,2,2,5,5,0,2
小菜园（长江路店）,安徽省,铜陵市,铜官区,安徽省铜陵市长江中路545号二层,117.816022,30.927677,川湘菜|,否,蜂鸟专送,2899877,"[""11:00/13:00"",""16:00/20:00""]",133,"1 ： 新用户下单立减10元;",15,配送费2,否,4.5762711864407,4.5762711864407,4,4.0169491525424,4.1186440677966,40,4.0169491525424,4,62,56,3,4
小孔烤鸭(杨家山派出所店),安徽省,铜陵市,铜官区,铜陵市杨家山路307号网点,117.808565,30.923091,炸鸡炸串|鸭脖卤味|,否,蜂鸟专送,18756261919,"[""08:00/12:00"",""15:00/18:30""]",28,"1 ： 新用户下单立减10元;",10,配送费4,否,4.1666666666667,4.1666666666667,2.6666666666667,2.6666666666667,3,21,2.6666666666667,2.6666666666667,6,5,1,0
刘鸿盛,安徽省,铜陵市,铜官区,铜陵市人民一路336号一层,117.81753,30.92992,简餐|包子粥店|,否,蜂鸟专送,17756242637,"[""07:00/13:00"",""16:30/20:00""]",100,"1 ： 满20减2，满30减3，满50减5;2 ： 新用户下单立减10元;",12,远距离配送费1,否,4.46875,4.46875,3.203125,3.28125,3.21875,29,3.28125,3.203125,69,61,4,6
光辉烧烤(金山路店),安徽省,铜陵市,铜官区,铜陵市金山东路511号,117.808577,30.920143,烧烤|简餐|,否,蜂鸟专送,18656209969,"[""17:30/02:00""]",191,"1 ： 满50减5，满80减8;2 ： 新用户下单立减10元;",20,免配送费,否,4.7364341085271,4.7364341085271,4.1937984496124,4.2170542635659,4.3100775193798,33,4.2170542635659,4.1937984496124,163,155,1,15
小丁烧烤,安徽省,铜陵市,铜官区,铜陵市淮河大道南段382号,117.801908,30.916861,烧烤|,否,蜂鸟专送,18956273177,"[""17:40/01:50""]",77,"1 ： 满30减2，满50减5，满80减8，满100减10;",15,配送费4,否,4.72,4.72,3.44,3.4,3.54,31,3.4,3.44,50,48,1,10
小懒的烧烤店(金山东路店),安徽省,铜陵市,铜官区,铜陵市金山东路549号,117.808796,30.920025,烧烤|地方小吃|,否,蜂鸟专送,18605622561,"[""18:00/02:00""]",61,"1 ： 新用户下单立减10元;",20,免配送费,否,4.4117647058824,4.4117647058824,4.1176470588235,4.3235294117647,4.6176470588235,29,4.3235294117647,4.1176470588235,40,34,2,6
小鮨家寿司奶茶(网红店),安徽省,铜陵市,铜官区,铜官区义安大道南段999号一层2号门面房,117.81691931,30.9250301,日韩料理|奶茶果汁|,否,蜂鸟专送,15256608115,"[""16:00/01:00""]",38,"1 ： 满100减1;2 ： 新用户下单立减10元;",15,配送费4,否,4.9090909090909,4.9090909090909,3.6363636363636,3.6363636363636,3.8181818181818,28,3.6363636363636,3.6363636363636,11,11,0,5
吴记炭烧肉米粉(露采店),安徽省,铜陵市,铜官区,安徽省铜陵市露采小学网点9号,117.813036,30.918027,米粉面馆|简餐|,否,蜂鸟专送,18756239908,"[""07:00/13:10""]",170,"1 ： 满50减8;",10,配送费4,否,4.8390804597701,4.8390804597701,3.6091954022989,3.6091954022989,3.551724137931,26,3.6091954022989,3.6091954022989,87,85,0,4
桥头排骨(长江路店),安徽省,铜陵市,铜官区,安徽省铜陵市铜官山区义安大道南段长江中路50号,117.817558,30.926483,地方小吃|零食|,否,蜂鸟专送,18956288480,"[""10:00/21:30""]",130,"1 ： 新用户下单立减10元;",20,配送费4,否,4.7887323943662,4.7887323943662,3.3239436619718,3.3521126760563,3.1549295774648,28,3.3521126760563,3.3239436619718,71,68,0,1
长谷川创意料理(财富广场店),安徽省,铜陵市,铜官区,铜陵市财富广场百源街109号,117.81566,30.928526,日韩料理|简餐|,否,蜂鸟专送,18605627537,"[""09:30/23:55""]",141,"1 ： 超值换购;2 ： 超值换购;3 ： 单品定价;",15,配送费2,否,4.6737288135593,4.6737288135593,3.2923728813559,3.4067796610169,3.2669491525424,30,3.4067796610169,3.2923728813559,243,227,7,24
铁道炒饭（长江二路店）,安徽省,铜陵市,铜官区,铜官区长江中路蓝天市场旁113号,117.81653,30.925251,简餐|,否,蜂鸟专送,13865629718,"[""00:00/01:00"",""10:00/23:55""]",108,"1 ： 新用户下单立减10元;",10,配送费4,否,4.6470588235294,4.6470588235294,3.5,3.3823529411765,3.5294117647059,29,3.3823529411765,3.5,37,35,1,0
牛记特色面馆,安徽省,铜陵市,铜官区,铜陵市南山村19栋12号网点,117.79895,30.915195,米粉面馆|简餐|,否,蜂鸟专送,18133436510,"[""07:00/13:00""]",13,"1 ： 满40减6;2 ： 新用户下单立减10元;",10,配送费4,否,5,5,5,5,5,0,5,5,2,2,0,0
钱家土菜馆（南山村店）,安徽省,铜陵市,铜官区,铜陵市南山村34栋11号网点,117.80249,30.91702,川湘菜|简餐|,否,蜂鸟专送,13965225808,"[""10:00/14:00"",""16:00/23:55""]",3,"1 ： 满40减6;2 ： 新用户下单立减10元;",10,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
可可香酸辣粉,安徽省,铜陵市,铜官区,安徽省铜陵市铜陵商城汇金广场负一层B1-21,117.810478,30.928995,米粉面馆|,否,蜂鸟专送,17756205691,"[""09:30/20:30""]",29,"1 ： 新用户下单立减10元;",20,配送费4,否,4.6,4.6,2.6,2.6,2.6,41,2.6,2.6,5,4,0,3
烫乐麻辣烫（汇金广场店）,安徽省,铜陵市,铜官区,铜陵市汇金大厦负一层B1-03,117.810844,30.929803,麻辣烫|,否,蜂鸟专送,13645654527,"[""10:10/21:00""]",8,"1 ： 新用户下单立减10元;",20,配送费4,否,3,3,0,0,-1,0,0,0,1,0,0,0
探饼(铜陵店),安徽省,铜陵市,铜官区,铜官区杨家山路36号,117.81418,30.924178,地方小吃|,否,蜂鸟专送,18956239804,"[""07:30/22:30""]",,"1 ： 满20减5，满30减6，满45减8;",15,配送费4,是,0,0,0,0,0,0,0,0,0,0,0,0
铜南烧货,安徽省,铜陵市,铜官区,铜陵市郊区铜南苑11栋108、208号,117.805633,30.91083,烧烤|地方小吃|,否,蜂鸟专送,15256621888,"[""16:30/02:00""]",8,"1 ： 满100减1;2 ： 新用户下单立减10元;",15,配送费4,否,5,5,0,0,-1,0,0,0,1,1,0,0
大众小吃早点店,安徽省,铜陵市,铜官区,铜陵市杨家山网点143号,117.81051,30.923549,包子粥店|地方小吃|,否,蜂鸟专送,18856240710,"[""07:00/10:30""]",57,"1 ： 满20减3，满30减6;2 ： 新用户下单立减10元;",10,配送费4,否,4.2857142857143,4.2857142857143,3.3571428571429,3.5,3.8571428571429,24,3.5,3.3571428571429,16,13,2,0
绝味烧烤,安徽省,铜陵市,铜官区,铜陵市淮河大道南段523号,117.800895,30.91694,烧烤|地方小吃|,否,蜂鸟专送,13605625102,"[""16:30/04:00""]",740,"1 ： 满35减10，满65减15，满100减25，满200减50;2 ： 满50元赠送可口可乐1份;3 ： 新用户下单立减10元;4 ： 单品定价;",10,配送费4,否,4.5267379679144,4.5267379679144,4.0347593582888,4.1176470588235,4.3636363636364,34,4.1176470588235,4.0347593582888,405,364,23,74
老汤面疙瘩(财富广场店),安徽省,铜陵市,铜官区,铜官区长江中路财富广场133号网点,117.818573,30.926983,简餐|米粉面馆|,否,蜂鸟专送,13856263636,"[""08:00/21:00""]",19,"1 ： 满40减6;2 ： 满10元赠送送餐入户1份;3 ： 新用户下单立减10元;",15,远距离配送费2,否,4.4,4.4,3.4,3.4,4.8,0,3.4,3.4,5,5,0,0
胖子饭店,安徽省,铜陵市,铜官区,安徽省铜陵市长江东路436号,117.824188,30.920591,盖浇饭|简餐|,否,蜂鸟专送,15956226085,"[""09:00/21:00""]",1,"1 ： 新用户下单立减10元;",15,远距离配送费5,否,0,0,0,0,0,0,0,0,0,0,0,0
三年二班烧烤,安徽省,铜陵市,铜官区,铜官区爱国路34号3号网点,117.811423,30.922918,烧烤|小龙虾|,否,蜂鸟专送,15656201314,"[""17:30/01:30""]",23,"1 ： 新用户下单立减10元;",20,免配送费,否,4,4,3.1666666666667,3.1666666666667,4,33,3.1666666666667,3.1666666666667,6,4,1,1
三和道日本料理,安徽省,铜陵市,铜官区,安徽省铜陵市汇金广场内街15、16号,117.811327,30.92924,日韩料理|,否,蜂鸟专送,18756252199,"[""11:00/14:00"",""17:00/20:30""]",2,"1 ： 新用户下单立减10元;",15,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
粥仙养生粥,安徽省,铜陵市,铜官区,铜官区义安大道1139号网点,117.817815,30.929793,简餐|包子粥店|,否,蜂鸟专送,18608627731,"[""07:00/22:00""]",49,"1 ： 满20减10;2 ： 单品定价;3 ： 新用户下单立减10元;",15,远距离配送费1,否,4.5333333333333,4.5333333333333,3.7333333333333,3.8666666666667,4.2,31,3.8666666666667,3.7333333333333,15,13,0,0
老城街小面,安徽省,铜陵市,铜官区,铜官区淮河路2栋网点1号,117.801629,30.917567,米粉面馆|地方小吃|,否,蜂鸟专送,15005629962,"[""07:00/13:00"",""17:00/21:30""]",,"1 ： 满20减6，满35减10;2 ： 超值换购;3 ： 新用户下单立减10元;",15,配送费4,是,0,0,0,0,0,0,0,0,0,0,0,0
小吃简餐（地下商城大胡子）,安徽省,铜陵市,铜官区,铜陵市义安南路56号,117.815727,30.923435,米粉面馆|简餐|,否,蜂鸟专送,15056200441,"[""11:00/12:30"",""17:00/04:00""]",63,"1 ： 新用户下单立减10元;",15,配送费4,否,4.40625,4.40625,3.90625,4.03125,4.15625,29,4.03125,3.90625,38,33,3,1
御丫（财富广场店）,安徽省,铜陵市,铜官区,安徽省铜陵市科发大酒店旁,117.818763,30.927169,鸭脖卤味|,否,蜂鸟专送,13866506841,"[""10:05/22:20""]",1,"1 ： 新用户下单立减10元;",15,远距离配送费5,否,0,0,0,0,0,0,0,0,0,0,0,0
Fruits果真好,安徽省,铜陵市,铜官区,铜陵市铜陵商城A区一层A3商铺,117.809025,30.927814,水果|,否,蜂鸟专送,17705621558,"[""08:00/22:00""]",1,"1 ： 满10减2;2 ： 新用户下单立减10元;",20,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
高一手爱情麻辣烫,安徽省,铜陵市,铜官区,铜陵市长淮新村34栋网点1号,117.811905,30.933242,麻辣烫|,否,蜂鸟专送,13856234606,"[""09:00/21:00""]",1,"1 ： 满50减1;2 ： 新用户下单立减10元;",10,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
面面劲道,安徽省,铜陵市,铜官区,铜官区南山村9栋网点1号,117.80225,30.916827,米粉面馆|,否,蜂鸟专送,13866851139,"[""07:00/22:00""]",1,"1 ： 满100减1;2 ： 新用户下单立减10元;",10,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
利强记香港小吃,安徽省,铜陵市,铜官区,铜陵市长江中路951号,117.818855,30.924816,地方小吃|奶茶果汁|,否,蜂鸟专送,18056216959,"[""10:00/20:00""]",1,"1 ： 新用户下单立减10元;",10,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
纳口福特色面馆,安徽省,铜陵市,铜官区,安徽省铜陵市市官塘新村213栋7号网点,117.828917,30.938138,米粉面馆|盖浇饭|,否,蜂鸟专送,18756275181,"[""07:00/13:30""]",3,"1 ： 满20减2;2 ： 新用户下单立减10元;",10,配送费2,是,0,0,0,0,0,0,0,0,0,0,0,0
洪厨肥肠鱼(人民一路店),安徽省,铜陵市,铜官区,铜官区长江中路财富广场133#网点,117.815868,30.928796,简餐|海鲜|,否,蜂鸟专送,19966565220,"[""10:00/13:30"",""16:15/21:00""]",2,"1 ： 新用户下单立减10元;",15,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
华莱士炸鸡汉堡（铜陵金御华府店）,安徽省,铜陵市,郊区,铜陵市郊　区淮河大道南段金御华府1号楼1层,117.796653,30.912964,汉堡|炸鸡炸串|,否,蜂鸟专送,18956207980,"[""10:00/22:00""]",,"1 ： 新用户下单立减25元;",15,远距离配送费3.68,是,0,0,0,0,0,0,0,0,0,0,0,0
正宗淮南牛肉汤,安徽省,铜陵市,铜官区,铜陵市铜官区何村路105号,117.830017,30.940546,米粉面馆|,否,蜂鸟专送,13955904168,"[""07:00/13:30"",""16:30/20:00""]",47,"1 ： 满50减1;2 ： 新用户下单立减10元;",15,免配送费,否,4.8,4.8,4.4666666666667,4.4666666666667,4.3333333333333,29,4.4666666666667,4.4666666666667,15,15,0,1
伊思贝儿（官塘一路店）,安徽省,铜陵市,铜官区,铜陵市官塘一路474号网点,117.823882,30.932279,蛋糕|面包|,否,蜂鸟专送,18905626008,"[""10:00/21:00""]",5,"1 ： 新用户下单立减10元;",20,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
春玲商店,安徽省,铜陵市,铜官区,安徽省铜陵市官塘一路118栋网点1号,117.823647,30.933098,大型超市|便利店|,否,蜂鸟专送,13965215399,"[""10:00/23:50""]",13,"1 ： 满50减1;2 ： 新用户下单立减10元;",15,配送费4,否,5,5,3.3333333333333,3.3333333333333,3,28,3.3333333333333,3.3333333333333,3,3,0,1
十里香烤肉拌饭,安徽省,铜陵市,铜官区,铜陵市官塘一路439、443号,117.825217,30.930943,简餐|地方小吃|,否,蜂鸟专送,18005623667,"[""10:00/20:30""]",66,"1 ： 满40减6;2 ： 单品定价;3 ： 新用户下单立减10元;",10,配送费2,否,4.5,4.5,4.2727272727273,4.4090909090909,4.8636363636364,31,4.4090909090909,4.2727272727273,22,19,1,4
阿乐酸菜鱼,安徽省,铜陵市,铜官区,铜陵市官塘新村152栋C段7号网点,117.823609,30.934691,小龙虾|简餐|,否,蜂鸟专送,13205621177,"[""10:30/23:50""]",59,"1 ： 满50减3，满68减5，满80减8，满99减15;2 ： 新用户下单立减10元;",15,配送费4,否,4.7142857142857,4.7142857142857,4.7142857142857,4.9285714285714,5,36,4.9285714285714,4.7142857142857,14,14,0,6
淮南许氏牛肉汤(北京路店),安徽省,铜陵市,铜官区,铜陵市北京东路A段网点9号,117.826423,30.931728,米粉面馆|简餐|,否,蜂鸟专送,18856203000,"[""07:00/18:30""]",44,"1 ： 满100减1;2 ： 新用户下单立减10元;",10,配送费4,否,4.4705882352941,4.4705882352941,4.0588235294118,4.0588235294118,4.5294117647059,27,4.0588235294118,4.0588235294118,17,15,1,1
三义春羊汤馆,安徽省,铜陵市,铜官区,安徽省铜陵市官塘一路商业网点94号,117.823963,30.932512,火锅烤鱼|其他菜系|,否,蜂鸟专送,18095623983,"[""10:00/13:30"",""15:30/20:30""]",38,"1 ： 满20减2，满50减5，满80减10;2 ： 新用户下单立减10元;",10,配送费2,否,5,5,3.3333333333333,3.3333333333333,3,33,3.3333333333333,3.3333333333333,6,6,0,0
龙门花甲(中和园店),安徽省,铜陵市,铜官区,铜官区商北新村6栋57号,117.823216,30.92637,海鲜|地方小吃|,否,蜂鸟专送,18956221600,"[""10:30/24:00""]",60,"1 ： 满20减1，满30减2，满40减4，满80减9;2 ： 满15元赠送赠餐上楼1份;3 ： 新用户下单立减10元;4 ： 单品折扣;",15,配送费2,否,4.6,4.6,3.96,4.08,4.06,28,4.08,3.96,55,51,3,5
战友蚝情(官塘路店),安徽省,铜陵市,铜官区,安徽省铜陵市官塘一路108号网点,117.823229,30.933368,烧烤|简餐|,否,蜂鸟专送,2860418,"[""17:30/03:50""]",310,"1 ： 新用户下单立减10元;",15,配送费4,否,4.7208480565371,4.7208480565371,3.9640522875817,4.0718954248366,3.9257950530035,41,4.0718954248366,3.9640522875817,285,264,8,25
胡子龙虾(中和园店),安徽省,铜陵市,铜官区,安徽省铜陵市商南新村37栋3号网点,117.822072,30.926679,小龙虾|川湘菜|,否,蜂鸟专送,15756003937,"[""17:00/01:55""]",50,"1 ： 新用户下单立减10元;",20,免配送费,否,4.9285714285714,4.9285714285714,4.2857142857143,4.0714285714286,4.2857142857143,0,4.0714285714286,4.2857142857143,14,14,0,0
果然爱,安徽省,铜陵市,铜官区,铜陵市开发区柏庄春暖花开24栋8号商铺,117.834737,30.950175,水果|,否,no,13856224648,"[""10:00/19:00""]",1,"1 ： 满20减3;2 ： 新用户下单立减10元;",20,免配送费,否,0,0,0,0,0,0,0,0,0,0,0,0
川香园酸菜鱼,安徽省,铜陵市,铜官区,安徽省铜陵市北京西路网点867号,117.823177,30.936446,小龙虾|简餐|,否,蜂鸟专送,13965210037,"[""10:45/13:30"",""16:30/00:30""]",30,"1 ： 本店新用户立减2元;2 ： 新用户下单立减10元;",15,配送费4,否,3.8571428571429,3.8571428571429,2,2,2.4285714285714,33,2,2,6,4,1,0
地狱火焰麻辣香锅碳锅龙虾海鲜烧烤（中和园店）,安徽省,铜陵市,铜官区,安徽省铜陵市商南新村41栋2号网点,117.82292436,30.92679753,香锅砂锅|,否,蜂鸟专送,13605629565,"[""16:00/02:00""]",9,"1 ： 满40减6;2 ： 新用户下单立减10元;",15,配送费4,否,3.25,3.25,2.5,2.5,2,35,2.5,2.5,4,2,2,0
青润汤包(螺丝山总店),安徽省,铜陵市,铜官区,铜陵市商南新村建设路网点13-16号,117.822706,30.924771,包子粥店|简餐|,否,蜂鸟专送,13865621527,"[""07:00/12:00"",""15:30/20:00""]",400,"1 ： 满25减2，满35减3，满41减4;",15,远距离配送费5,否,4.8123076923077,4.8123076923077,3.7753846153846,3.7753846153846,3.6861538461538,26,3.7753846153846,3.7753846153846,337,325,4,20
四川耙耳朵鱼火锅,安徽省,铜陵市,铜官区,铜陵市商北新村29栋2号网点,117.824053,30.925552,火锅烤鱼|,否,蜂鸟专送,2871577,"[""10:50/20:00""]",5,"1 ： 满20减4，满30减6;2 ： 新用户下单立减10元;",20,配送费2,否,no,no,no,no,no,no,no,no,337,325,4,20
